row_number,lang,favorited,truncated,text,created_at,retweeted,source,place,user,retweet_count,id,favorite_count,urls,user_mentions,hashtags,retweeted_status,in_reply_to_screen_name,in_reply_to_user_id,possibly_sensitive,in_reply_to_status_id
96,en,False,False,@NoMoreDemocracy there's crime in it but no police or anything like that.,Sat Feb 01 05:35:23 +0000 2014,False,http://www.twitter.com,,"{""lang"":""en"",""profile_background_tile"":false,""favourites_count"":1050,""description"":""Not AMC or Chandler Riggs. Horse has hurt my feelings by being a bitch........ AGAIN!!!!!!"",""friends_count"":298,""profile_sidebar_fill_color"":""DDEEF6"",""created_at"":""Mon Nov 11 03:38:17 +0000 2013"",""profile_link_color"":""0084B4"",""profile_image_url"":""https://pbs.twimg.com/profile_images/417730333136945152/OcTJvFfX_normal.jpeg"",""name"":""The Real Slim Shady"",""profile_text_color"":""333333"",""followers_count"":1341,""protected"":false,""screen_name"":""CarlDamnGrimes"",""location"":""On the road with Rick"",""profile_background_color"":""C0DEED"",""statuses_count"":15481,""profile_banner_url"":""https://pbs.twimg.com/profile_banners/2187620424/1391228472"",""id"":2187620424,""profile_background_image_url"":""http://abs.twimg.com/images/themes/theme1/bg.png"",""listed_count"":2}",,429488126608678912,,,"[{""screen_name"":""NoMoreDemocracy"",""id"":2259351985,""name"":""Rick Grimes""}]",,,NoMoreDemocracy,2259351985,,429487679915319297
97,en,False,False,"RT @SinghRPN: .@AngellicAribam Yes,hv spoken to Delhi police for full and speedy probe,it is the most dastardly crime.shames all of us as I…",Sat Feb 01 05:32:45 +0000 2014,False,https://mobile.twitter.com,,"{""id"":78788450,""profile_sidebar_fill_color"":""95E8EC"",""profile_text_color"":""3C3940"",""followers_count"":1689,""location"":""somewhere in INDIA or BHARAT"",""profile_background_color"":""010B0D"",""listed_count"":22,""utc_offset"":19800,""statuses_count"":5678,""description"":""An unofficial Congi or CRT or whatever, Student of Law, a Proud Indian, Tweets are Personal, Hate Pseudo-Nationalists!"",""friends_count"":77,""profile_link_color"":""B800B2"",""profile_image_url"":""https://pbs.twimg.com/profile_images/3060691040/91465ea2733b3e755e7dfd599dcce806_normal.jpeg"",""profile_banner_url"":""https://pbs.twimg.com/profile_banners/78788450/1373955238"",""profile_background_image_url"":""http://a0.twimg.com/profile_background_images/378800000024898479/8445873058c422fce4b720c2ffb2979d.jpeg"",""screen_name"":""YoungCongressi"",""lang"":""en"",""profile_background_tile"":true,""favourites_count"":31,""name"":""YoungCongressi"",""url"":""http://t.co/b3L1Oz5uAy"",""created_at"":""Thu Oct 01 03:20:53 +0000 2009"",""time_zone"":""New Delhi"",""protected"":false}",8,429487461878992897,,,"[{""screen_name"":""SinghRPN"",""id"":1119384594,""name"":""RPN Singh""},{""screen_name"":""AngellicAribam"",""id"":1032352716,""name"":""Angellica Aribam""}]",,"\""http://twitter.com/download/iphone\""",,,,
98,en,False,False,Heroin sold in McDonald's Happy Meals: Police http://t.co/4ZLnMPX3rc @bskousen we could of been rich!,Sat Feb 01 05:31:32 +0000 2014,False,http://twitter.com/download/android,,"{""lang"":""en"",""profile_background_tile"":false,""favourites_count"":74,""description"":""retired gaming nerd - randomness extraordinaire - dad of 2 boys and a loving wife - views are mine alone"",""friends_count"":190,""url"":""http://t.co/sjeclR6eMu"",""profile_sidebar_fill_color"":""DDEEF6"",""created_at"":""Thu Aug 22 05:25:54 +0000 2013"",""profile_link_color"":""0084B4"",""profile_image_url"":""https://pbs.twimg.com/profile_images/378800000372269769/3262871addfd1c33f04d6e8df6c1ae2b_normal.jpeg"",""name"":""carlin skousen"",""profile_text_color"":""333333"",""followers_count"":91,""protected"":false,""screen_name"":""_duderz"",""profile_background_color"":""C0DEED"",""statuses_count"":441,""profile_banner_url"":""https://pbs.twimg.com/profile_banners/1690139941/1377151401"",""id"":1690139941,""profile_background_image_url"":""http://abs.twimg.com/images/themes/theme1/bg.png"",""listed_count"":2}",,429487155757330432,2,"{""http://t.co/4ZLnMPX3rc"":""http://news.msn.com/crime-justice/heroin-sold-in-mcdonalds-happy-meals-police#tscptmt""}","[{""screen_name"":""bskousen"",""id"":35901992,""name"":""Brendan Skousen""}]",,,,,,
99,en,False,False,Man sentenced for fraud: FLORENCE — A man who police said took advantage of a good Samaritan has been sentence... http://t.co/ZySyaI2YFh,Sat Feb 01 05:31:05 +0000 2014,False,http://twitterfeed.com,,"{""id"":80747858,""profile_sidebar_fill_color"":""D8F0E8"",""profile_text_color"":""333333"",""followers_count"":4788,""location"":""The Shoals, Alabama"",""profile_background_color"":""336666"",""listed_count"":132,""utc_offset"":-21600,""statuses_count"":14546,""description"":""We are the leading source for news and information in The Shoals, Alabama."",""friends_count"":39,""profile_link_color"":""00A161"",""profile_image_url"":""https://pbs.twimg.com/profile_images/931486860/logo2_normal.gif"",""profile_background_image_url"":""http://a0.twimg.com/profile_background_images/105224291/tdtwitterbkg8.gif"",""screen_name"":""TimesDaily"",""lang"":""en"",""profile_background_tile"":true,""favourites_count"":26,""name"":""TimesDaily Newspaper"",""url"":""http://t.co/qI6oyqCSX8"",""created_at"":""Thu Oct 08 02:47:30 +0000 2009"",""time_zone"":""Central Time (US & Canada)"",""protected"":false}",,429487042423033856,,"{""http://t.co/ZySyaI2YFh"":""http://bit.ly/1kpmaVM""}",,,,,,,
100,en,False,False,#police #judgment #crime #court http://t.co/yXXZSpnmGO notes 6 #Laws You've Broken Without Even Realizing It http://t.co/cfuzHBt8kN,Sat Feb 01 05:30:42 +0000 2014,False,http://tweetadder.com,,"{""id"":352424255,""profile_sidebar_fill_color"":""7AC3EE"",""profile_text_color"":""3D1957"",""followers_count"":2835,""location"":""UK"",""profile_background_color"":""642D8B"",""listed_count"":50,""utc_offset"":3600,""statuses_count"":73220,""description"":""Querying ‘R we developed or civilized #animals?’ & tracing 'Women P: Femocracy' we air #Modern #World shaping Axioms-Incidents-Means. Follow & get 3D icon in DM"",""friends_count"":3069,""profile_link_color"":""FF0000"",""profile_image_url"":""https://pbs.twimg.com/profile_images/1657599069/modernworldsmall_normal.gif"",""profile_banner_url"":""https://pbs.twimg.com/profile_banners/352424255/1354799473"",""profile_background_image_url"":""http://a0.twimg.com/profile_background_images/347173857/modern_world_hub1.jpg"",""screen_name"":""ModernWorldHub"",""lang"":""en"",""profile_background_tile"":true,""name"":""ModernWorld Hub"",""url"":""http://t.co/BkR6nHsYou"",""created_at"":""Wed Aug 10 16:10:26 +0000 2011"",""time_zone"":""Amsterdam"",""protected"":false}",,429486947955146752,,"{""http://t.co/yXXZSpnmGO"":""http://bit.ly/MsaWlz"",""http://t.co/cfuzHBt8kN"":""http://bit.ly/Q0dDwO""}",,"[""police"",""judgment"",""crime"",""court"",""Laws""]",,,,,
101,en,False,False,"RT @SinghRPN: .@AngellicAribam Yes,hv spoken to Delhi police for full and speedy probe,it is the most dastardly crime.shames all of us as I…",Sat Feb 01 05:28:23 +0000 2014,False,https://roundteam.co,,"{""lang"":""en"",""profile_background_tile"":false,""favourites_count"":878,""description"":""software engineer, love trekking ."",""friends_count"":334,""profile_sidebar_fill_color"":""F6FFD1"",""created_at"":""Fri Nov 01 18:27:32 +0000 2013"",""profile_link_color"":""0099CC"",""profile_image_url"":""https://pbs.twimg.com/profile_images/378800000810424055/8a6f99d7ea45ebd99fdfd36f5bf30ee2_normal.jpeg"",""name"":""Arvindgopal"",""profile_text_color"":""333333"",""followers_count"":459,""protected"":false,""screen_name"":""gopalarvind94"",""profile_background_color"":""FFF04D"",""statuses_count"":6227,""profile_banner_url"":""https://pbs.twimg.com/profile_banners/2168885598/1383836835"",""id"":2168885598,""profile_background_image_url"":""http://a0.twimg.com/profile_background_images/378800000111221686/56041af773a75a39225018af48c21019.jpeg"",""listed_count"":1}",8,429486365659906048,,,"[{""screen_name"":""SinghRPN"",""id"":1119384594,""name"":""RPN Singh""},{""screen_name"":""AngellicAribam"",""id"":1032352716,""name"":""Angellica Aribam""}]",,"\""http://twitter.com/download/iphone\""",,,,
102,en,False,False,RT @DemandAction: #NRAadvice: Don’t cooperate with police if your gun shows up at a crime scene: http://t.co/c96U10ed1l,Sat Feb 01 05:25:49 +0000 2014,False,web,,"{""id"":415826305,""profile_sidebar_fill_color"":""EFEFEF"",""profile_text_color"":""333333"",""followers_count"":5130,""location"":""Los Angeles Digital Journo"",""profile_background_color"":""131516"",""listed_count"":72,""utc_offset"":-28800,""statuses_count"":142603,""description"":""Rights Advocate Covering: NatSec,  §215,  §702, EO12333, &  the clash between the oppressed & those who do the oppressing via economic Inequity and austerity"",""friends_count"":4188,""profile_link_color"":""009999"",""profile_image_url"":""https://pbs.twimg.com/profile_images/428522208923631616/KORrxYLV_normal.jpeg"",""profile_banner_url"":""https://pbs.twimg.com/profile_banners/415826305/1374808240"",""profile_background_image_url"":""http://a0.twimg.com/profile_background_images/378800000177666103/Ewjg0byM.jpeg"",""screen_name"":""j03_2"",""lang"":""en"",""profile_background_tile"":true,""favourites_count"":15819,""name"":""j03"",""url"":""http://t.co/1YvdOwouA8"",""created_at"":""Fri Nov 18 21:34:55 +0000 2011"",""time_zone"":""Pacific Time (US & Canada)"",""protected"":false}",18,429485718771990528,,"{""http://t.co/c96U10ed1l"":""http://maig.us/1bdFqCK""}","[{""screen_name"":""DemandAction"",""id"":250386727,""name"":""Demand Action""}]","[""NRAadvice""]","\""http://bufferapp.com\""",,,True,
103,en,False,False,"RT @SinghRPN: .@AngellicAribam Yes,hv spoken to Delhi police for full and speedy probe,it is the most dastardly crime.shames all of us as I…",Sat Feb 01 05:25:12 +0000 2014,False,https://mobile.twitter.com,,"{""id"":473971011,""profile_sidebar_fill_color"":""E3E2DE"",""profile_text_color"":""634047"",""followers_count"":21,""location"":""New Delhi / Sikkim"",""profile_background_color"":""EDECE9"",""utc_offset"":19800,""statuses_count"":214,""description"":""Student of Hansraj College,D U."",""friends_count"":77,""profile_link_color"":""088253"",""profile_image_url"":""https://pbs.twimg.com/profile_images/378800000722337735/ef5193607741204d090c64b77917e17b_normal.jpeg"",""geo_enabled"":true,""profile_banner_url"":""https://pbs.twimg.com/profile_banners/473971011/1390026972"",""profile_background_image_url"":""http://abs.twimg.com/images/themes/theme3/bg.gif"",""name"":""Pranay Khatiwara"",""lang"":""en"",""profile_background_tile"":false,""favourites_count"":8,""screen_name"":""Pranay_18"",""url"":""http://t.co/oukm7mrBzg"",""created_at"":""Wed Jan 25 14:32:23 +0000 2012"",""time_zone"":""New Delhi"",""protected"":false}",8,429485563507654656,,,"[{""screen_name"":""SinghRPN"",""id"":1119384594,""name"":""RPN Singh""},{""screen_name"":""AngellicAribam"",""id"":1032352716,""name"":""Angellica Aribam""}]",,"\""http://twitter.com/download/iphone\""",,,,
104,en,False,False,Baby Boy Death:  3 Arrested Over Murder http://t.co/rVZCBbtAEi #News #Crime #Police #PoliceAppeal,Sat Feb 01 05:23:12 +0000 2014,False,http://twitter.com/tweetbutton,,"{""lang"":""en"",""profile_background_tile"":false,""favourites_count"":3795,""name"":""Moondamp_Roses"",""friends_count"":2003,""url"":""http://t.co/D420ixOJVL"",""profile_sidebar_fill_color"":""9CD7F2"",""created_at"":""Tue Jun 15 06:22:04 +0000 2010"",""profile_link_color"":""0000FF"",""profile_image_url"":""https://pbs.twimg.com/profile_images/378800000712341075/73b57831a9885a8ab699b23515f0d329_normal.png"",""screen_name"":""Moondamp_Roses"",""profile_text_color"":""186577"",""followers_count"":1141,""protected"":false,""location"":""United Kingdom"",""profile_background_color"":""FFFFFF"",""statuses_count"":29988,""profile_banner_url"":""https://pbs.twimg.com/profile_banners/155809189/1361800850"",""id"":155809189,""profile_background_image_url"":""http://a0.twimg.com/profile_background_images/406458865/fish2.br.jpg"",""listed_count"":51}",,429485059242856448,,"{""http://t.co/rVZCBbtAEi"":""http://news.sky.com/story/1204556/baby-boy-death-three-arrested-over-murder""}",,"[""News"",""Crime"",""Police"",""PoliceAppeal""]",,,,,
105,en,False,False,"RT @AbusedChildren: Richland: Police: Convicted child rapist living in Richland | Crime, fires &amp; court news |... http://t.co/7qfXmTza0l",Sat Feb 01 05:22:38 +0000 2014,False,web,,"{""id"":463145498,""profile_sidebar_fill_color"":""7AC3EE"",""profile_text_color"":""3D1957"",""followers_count"":358,""location"":""Worldwide "",""profile_background_color"":""1A1B1F"",""listed_count"":10,""utc_offset"":-18000,""statuses_count"":11992,""description"":""My name is Donna. I'm the Missing Children Division Director at Dreamcatchers for Abused Children. Join me on Facebook at: https://t.co/50vqcwOIgi"",""friends_count"":86,""profile_link_color"":""2FC2EF"",""profile_image_url"":""https://pbs.twimg.com/profile_images/2120923353/n100000040210270_349-1-1-1_normal.jpg"",""profile_banner_url"":""https://pbs.twimg.com/profile_banners/463145498/1382141076"",""profile_background_image_url"":""http://a0.twimg.com/profile_background_images/520080504/missing051606b.jpg"",""screen_name"":""MissingDivision"",""lang"":""en"",""profile_background_tile"":true,""favourites_count"":9,""name"":""MissingDivision"",""url"":""http://t.co/jdbSCTPebb"",""created_at"":""Fri Jan 13 19:37:57 +0000 2012"",""time_zone"":""Eastern Time (US & Canada)"",""protected"":false}",4,429484915839991808,,"{""http://t.co/7qfXmTza0l"":""http://fb.me/X7CmKQu8""}","[{""screen_name"":""AbusedChildren"",""id"":15859498,""name"":""Dreamcatchers ""}]",,"\""http://www.facebook.com/twitter\""",,,,
106,en,False,False,"RT @AsperCat: French police arrest the man who tortured a cat and recorded it for Facebook: 
The Frenchman who was captured... http://t.co/…",Sat Feb 01 05:21:56 +0000 2014,False,web,,"{""lang"":""en"",""profile_background_tile"":false,""favourites_count"":236,""description"":""Never despair"",""friends_count"":1183,""profile_sidebar_fill_color"":""F3F3F3"",""created_at"":""Sun Aug 11 10:53:33 +0000 2013"",""profile_link_color"":""990000"",""profile_image_url"":""https://pbs.twimg.com/profile_images/378800000273915558/ff268376b2e7be74eee9fceed5be8a1a_normal.jpeg"",""name"":""Felicity Gamelin"",""profile_text_color"":""333333"",""followers_count"":913,""protected"":false,""screen_name"":""FelicityGamelin"",""profile_background_color"":""000000"",""statuses_count"":2828,""id"":1662269816,""profile_background_image_url"":""http://a0.twimg.com/profile_background_images/378800000065885896/b89e05a0f52d0971fc16801f35153e27.jpeg"",""listed_count"":5}",1,429484743227625472,,"{""http://t.co/ZHoqqWarMi"":""http://bit.ly/LxSXeY""}","[{""screen_name"":""AsperCat"",""id"":464019272,""name"":""Cat Chi""}]",,"\""http://twitterfeed.com\""",,,,
107,en,False,False,"RT @AbusedChildren: Richland: Police: Convicted child rapist living in Richland | Crime, fires &amp; court news |... http://t.co/7qfXmTza0l",Sat Feb 01 05:19:53 +0000 2014,False,web,,"{""id"":425242042,""profile_sidebar_fill_color"":""DDEEF6"",""profile_text_color"":""333333"",""followers_count"":96,""location"":""Michigan - Worldwide"",""profile_background_color"":""C0DEED"",""listed_count"":4,""utc_offset"":-18000,""statuses_count"":6373,""description"":""Do YOU have questions or a comment on Child Abuse, DV or Teen Issues? Join the discussion on Dreamcatchers Talk Radio - Let YOUR voice be heard!!!  917-932-1132"",""friends_count"":309,""profile_link_color"":""0084B4"",""profile_image_url"":""https://pbs.twimg.com/profile_images/3578841868/4e9f9bcdf72d2c8960cd606c4b3b2605_normal.jpeg"",""profile_banner_url"":""https://pbs.twimg.com/profile_banners/425242042/1367020392"",""profile_background_image_url"":""http://a0.twimg.com/profile_background_images/438859869/SYDrwhqmj2.jpg"",""screen_name"":""DFAC_DTR"",""lang"":""en"",""profile_background_tile"":true,""favourites_count"":7,""name"":""Dreamcatchers Radio"",""url"":""http://t.co/Kjoz90jIod"",""created_at"":""Wed Nov 30 19:08:09 +0000 2011"",""time_zone"":""Eastern Time (US & Canada)"",""protected"":false}",4,429484226082525184,,"{""http://t.co/7qfXmTza0l"":""http://fb.me/X7CmKQu8""}","[{""screen_name"":""AbusedChildren"",""id"":15859498,""name"":""Dreamcatchers ""}]",,"\""http://www.facebook.com/twitter\""",,,True,
108,en,False,False,"RT @BaltoSpectator: I uploaded a new track, ""Lying Bastards Of Baltimore Police"", on @spreaker #baltimore #crime #fascism http://t.co/A8hyR…",Sat Feb 01 05:19:44 +0000 2014,False,web,,"{""id"":1105528855,""profile_sidebar_fill_color"":""DDEEF6"",""profile_text_color"":""333333"",""followers_count"":412,""location"":""Here But I'm Gone"",""profile_background_color"":""131516"",""listed_count"":8,""utc_offset"":-18000,""statuses_count"":3257,""description"":""| GrassRoots Bloc Building | For Dignity & Justice in Baltimore | #BmoreBloc #Decolonize #IndyMedia #MotoMwingi در حرکت"",""friends_count"":564,""profile_link_color"":""B91ED1"",""profile_image_url"":""https://pbs.twimg.com/profile_images/3132579778/0f8354cae3a058b927fbc75cc58f1c76_normal.jpeg"",""profile_banner_url"":""https://pbs.twimg.com/profile_banners/1105528855/1358664069"",""profile_background_image_url"":""http://a0.twimg.com/profile_background_images/378800000140804623/ySxelqxO.jpeg"",""screen_name"":""BmoreBloc"",""lang"":""en"",""profile_background_tile"":true,""favourites_count"":918,""name"":""kimⒶthi"",""url"":""http://t.co/aG2QwQJAyu"",""created_at"":""Sun Jan 20 06:19:24 +0000 2013"",""time_zone"":""Eastern Time (US & Canada)"",""protected"":false}",1,429484187171971072,,"{""http://t.co/A8hyRDIC1K"":""http://www.spreaker.com/user/baltimorespectator/lying-bastards-of-baltimore-police?autoplay=1""}","[{""screen_name"":""BaltoSpectator"",""id"":21242484,""name"":""Agitator In Chief""},{""screen_name"":""spreaker"",""id"":53469538,""name"":""Spreaker""}]","[""baltimore"",""crime"",""fascism""]","\""http://www.spreaker.com\""",,,,
109,en,False,False,RT @blackmagicgal1: So AAP will continue to cry foul at Delhi police whenever a crime is reported rather than take responsibility like a go…,Sat Feb 01 05:18:59 +0000 2014,False,http://twitter.com/download/android,,"{""lang"":""en"",""profile_background_tile"":false,""favourites_count"":4,""name"":""Yasshveer Raghav"",""friends_count"":300,""url"":""http://t.co/JIin2UoWIx"",""profile_sidebar_fill_color"":""DDEEF6"",""created_at"":""Wed Feb 22 07:10:28 +0000 2012"",""profile_link_color"":""038000"",""profile_image_url"":""https://pbs.twimg.com/profile_images/424004407294844930/7gA3UVSa_normal.jpeg"",""profile_text_color"":""333333"",""followers_count"":61,""protected"":false,""location"":""Gurgaon"",""profile_background_color"":""EB3A0E"",""statuses_count"":2230,""id"":499547777,""profile_background_image_url"":""http://abs.twimg.com/images/themes/theme18/bg.gif"",""screen_name"":""YashveerRaghav""}",7,429483997932949504,,,"[{""screen_name"":""blackmagicgal1"",""id"":318201824,""name"":""Sue""}]",,"{""lang"":""en"",""favorited"":false,""truncated"":false,""text"":""So AAP will continue to cry foul at Delhi police whenever a crime is reported rather than take responsibility like a govt should."",""created_at"":""Fri Jan 31 16:47:31 +0000 2014"",""retweeted"":false,""source"":""web"",""user"":{""id"":318201824,""profile_sidebar_fill_color"":""EAE8F0"",""profile_text_color"":""EBC42A"",""followers_count"":3748,""location"":""Planet Earth or up in the air "",""profile_background_color"":""0D0F0E"",""listed_count"":90,""utc_offset"":14400,""statuses_count"":59369,""description"":""I am a leaf in the wind, watch how I soar. The black magic lies in my eyes, read my tweets for more!"",""friends_count"":137,""profile_link_color"":""1B00B3"",""profile_image_url"":""https://pbs.twimg.com/profile_images/425949923486355456/knJaq8FK_normal.jpeg"",""profile_banner_url"":""https://pbs.twimg.com/profile_banners/318201824/1389304438"",""profile_background_image_url"":""http://a0.twimg.com/profile_background_images/378800000121260163/78be652bc2442b44c92560948a1e901d.jpeg"",""screen_name"":""blackmagicgal1"",""lang"":""en"",""profile_background_tile"":false,""favourites_count"":28240,""name"":""Sue"",""created_at"":""Thu Jun 16 03:38:35 +0000 2011"",""time_zone"":""Abu Dhabi"",""protected"":false},""retweet_count"":7,""id"":429294884885762048,""favorite_count"":5}",,,,
110,en,False,False,RT @bradybuzz: BREAKING NEWS: Judge’s ruling favors officers in Badger Guns suit: http://t.co/QcQP0vLtd4,Sat Feb 01 05:17:58 +0000 2014,False,http://tapbots.com/tweetbot,,"{""lang"":""en"",""profile_background_tile"":false,""favourites_count"":1,""name"":""skippy the bkroo"",""friends_count"":1356,""url"":""http://t.co/Md8iHRXJwL"",""profile_sidebar_fill_color"":""DDEEF6"",""created_at"":""Fri Feb 27 21:27:05 +0000 2009"",""profile_link_color"":""0084B4"",""time_zone"":""Pacific Time (US & Canada)"",""profile_image_url"":""https://pbs.twimg.com/profile_images/84193236/Roo_Logo_from_Lauren_normal.JPG"",""screen_name"":""skippybkroo"",""profile_text_color"":""333333"",""followers_count"":1327,""protected"":false,""utc_offset"":-28800,""profile_background_color"":""C0DEED"",""statuses_count"":28124,""id"":22192635,""profile_background_image_url"":""http://abs.twimg.com/images/themes/theme1/bg.png"",""listed_count"":72}",15,429483743066091521,,"{""http://t.co/QcQP0vLtd4"":""http://www.jsonline.com/news/crime/decision-expected-today-in-police-officers-suit-against-badger-guns-b99195027z1-242755941.html""}","[{""screen_name"":""bradybuzz"",""id"":27978179,""name"":""Brady Campaign""}]",,"\""https://about.twitter.com/products/tweetdeck\""",,,,
111,en,False,False,"Driver blows over legal limit http://t.co/PvczzPY7EB
 #crime #Police #WestPerth",Sat Feb 01 05:16:57 +0000 2014,False,http://winthecustomer.com/,,"{""lang"":""en"",""profile_background_tile"":false,""statuses_count"":226,""description"":""- News - Police Reports - Business - Education - Health - Technology  - Travel"",""friends_count"":247,""url"":""http://t.co/upb2xBRinD"",""profile_sidebar_fill_color"":""DDEEF6"",""created_at"":""Tue Jan 21 00:37:33 +0000 2014"",""profile_link_color"":""0084B4"",""profile_image_url"":""https://pbs.twimg.com/profile_images/425458332292243456/dKz-bLj7_normal.jpeg"",""screen_name"":""OntNewsToday"",""profile_text_color"":""333333"",""followers_count"":28,""protected"":false,""location"":""Ontario"",""profile_background_color"":""C0DEED"",""id"":2302233864,""profile_background_image_url"":""http://abs.twimg.com/images/themes/theme1/bg.png"",""name"":""Ontario News Today""}",,429483488165654528,,"{""http://t.co/PvczzPY7EB"":""http://bit.ly/1dfATfI""}",,"[""crime"",""Police"",""WestPerth""]",,,,,
112,en,False,False,RT @bradybuzz: BREAKING NEWS: Judge’s ruling favors officers in Badger Guns suit: http://t.co/QcQP0vLtd4,Sat Feb 01 05:14:28 +0000 2014,False,web,,"{""id"":301019006,""profile_sidebar_fill_color"":""EFEFEF"",""profile_text_color"":""333333"",""followers_count"":5064,""location"":""Windber, PA"",""profile_background_color"":""30060E"",""listed_count"":131,""utc_offset"":-18000,""statuses_count"":26464,""description"":""#Progressive tall snarky #Christian #Liberal 45yo mom! #UniteBlue #Activist #VoterRts #Education #LivingWage #ctl #Johnstown #Windber #PA #Steelers.- I RT A LOT"",""friends_count"":5539,""profile_link_color"":""910B17"",""profile_image_url"":""https://pbs.twimg.com/profile_images/378800000437472720/b1823a0ced58275400c490b841c14f36_normal.png"",""geo_enabled"":true,""profile_banner_url"":""https://pbs.twimg.com/profile_banners/301019006/1355288140"",""profile_background_image_url"":""http://a0.twimg.com/profile_background_images/378800000162836975/WZ2iKTXp.jpeg"",""screen_name"":""Rosebud1668"",""lang"":""en"",""profile_background_tile"":true,""favourites_count"":1189,""name"":""Rosebud"",""url"":""http://t.co/7pHm2dSiDo"",""created_at"":""Wed May 18 18:53:43 +0000 2011"",""time_zone"":""Eastern Time (US & Canada)"",""protected"":false}",15,429482862300397568,,"{""http://t.co/QcQP0vLtd4"":""http://www.jsonline.com/news/crime/decision-expected-today-in-police-officers-suit-against-badger-guns-b99195027z1-242755941.html""}","[{""screen_name"":""bradybuzz"",""id"":27978179,""name"":""Brady Campaign""}]",,"\""https://about.twitter.com/products/tweetdeck\""",,,,
